strategy,techns,salary,cost,revenue,proposal,assigned,worker,companies,clients,alltechns,stations
EASY,95,49.0,46550.0,5436.6,2755,215,2850,7,198,728,9
EASY,74,17.0,12580.0,8591.5,2172,348,2220,8,207,536,9
EASY,58,17.0,9860.0,21047.0,1729,875,1740,8,207,536,9
HARD,49,17.0,8330.0,8642.1,1266,321,1470,8,207,536,9
EASY,58,17.0,9860.0,20465.3,1729,851,1740,8,207,536,9
HARD,125,17.0,21250.0,57908.4,3714,2157,3750,8,207,536,9
HARD,49,17.0,8330.0,20541.8,1266,771,1470,8,207,536,9
EASY,74,17.0,12580.0,5274.0,2172,207,2220,8,207,536,9
HARD,49,17.0,8330.0,10511.7,1266,387,1470,8,207,536,9
HARD,59,31.0,34751.0,7698.6,2899,298,3363,8,60,877,6
EASY,81,31.0,47709.0,6713.9,3267,287,4617,8,60,877,6
EASY,186,31.0,109554.0,6145.1,3555,249,10602,8,60,877,6
EASY,81,31.0,47709.0,6894.4,3267,287,4617,8,60,877,6
HARD,176,31.0,103664.0,21131.4,3555,846,10032,8,60,877,6
HARD,59,31.0,34751.0,20435.0,2899,815,3363,8,60,877,6
HARD,176,31.0,103664.0,7286.0,3555,285,10032,8,60,877,6
HARD,59,31.0,34751.0,12145.4,2899,488,3363,8,60,877,6
EASY,144,15.0,23760.0,4840.0,1767,179,4752,5,54,531,6
HARD,21,15.0,3465.0,3142.3,673,117,693,5,54,531,6
EASY,72,15.0,11880.0,13294.7,1632,545,2376,5,54,531,6
EASY,144,15.0,23760.0,7833.8,1767,315,4752,5,54,531,6
HARD,150,15.0,24750.0,15625.7,1767,611,4950,5,54,531,6
HARD,151,33.0,99660.0,6599.0,5146,248,9060,8,85,1310,5
HARD,135,33.0,89100.0,18412.1,5133,746,8100,8,85,1310,5
EASY,195,33.0,128700.0,2872.9,5146,108,11700,8,85,1310,5
EASY,197,33.0,130020.0,2665.8,5146,99,11820,8,85,1310,5
HARD,151,33.0,99660.0,37851.9,5146,1572,9060,8,85,1310,5
HARD,135,33.0,89100.0,44181.3,5133,1813,8100,8,85,1310,5
EASY,195,33.0,128700.0,1931.2,5146,72,11700,8,85,1310,5
HARD,151,33.0,99660.0,12267.8,5146,488,9060,8,85,1310,5
EASY,127,31.0,55118.0,1336.0,3941,51,5334,8,96,1088,4
HARD,187,31.0,81158.0,13911.8,4022,547,7854,8,96,1088,4
HARD,147,31.0,63798.0,13992.7,4022,560,6174,8,96,1088,4
EASY,39,31.0,16926.0,0.0,1593,0,1638,8,96,1088,4
HARD,187,31.0,81158.0,18532.4,4022,751,7854,8,96,1088,4
HARD,147,31.0,63798.0,46098.9,4022,1890,6174,8,96,1088,4
EASY,127,31.0,55118.0,0.0,3941,0,5334,8,96,1088,4
EASY,127,31.0,55118.0,5958.0,3941,223,5334,8,96,1088,4
EASY,65,50.0,9750.0,1052.0,405,39,585,8,54,920,9
EASY,65,50.0,9750.0,578.5,405,21,585,8,54,920,9
HARD,22,50.0,3300.0,0.0,156,0,198,8,54,920,9
EASY,120,50.0,18000.0,1241.8,510,45,1080,8,54,920,9
EASY,120,50.0,18000.0,1482.2,510,54,1080,8,54,920,9
HARD,176,50.0,26400.0,0.0,528,0,1584,8,54,920,9
HARD,176,50.0,26400.0,3304.5,528,127,1584,8,54,920,9
HARD,176,50.0,26400.0,5977.2,528,242,1584,8,54,920,9
EASY,122,35.0,76860.0,7749.0,5535,292,6588,6,114,738,6
HARD,157,35.0,98910.0,16312.6,6140,636,8478,6,114,738,6
EASY,122,35.0,76860.0,28368.3,5535,1180,6588,6,114,738,6
HARD,58,35.0,36540.0,25778.8,3090,1002,3132,6,114,738,6
EASY,122,35.0,76860.0,19024.4,5535,789,6588,6,114,738,6
HARD,157,35.0,98910.0,59907.7,6140,2392,8478,6,114,738,6
HARD,133,37.0,98420.0,11529.6,7738,443,7980,8,168,1009,6
HARD,183,37.0,135420.0,26334.6,9466,1036,10980,8,168,1009,6
HARD,133,37.0,98420.0,68835.1,7738,2746,7980,8,168,1009,6
EASY,72,37.0,53280.0,10817.2,4225,461,4320,8,168,1009,6
EASY,72,37.0,53280.0,12928.6,4225,554,4320,8,168,1009,6
HARD,183,37.0,135420.0,94871.5,9466,3817,10980,8,168,1009,6
EASY,72,37.0,53280.0,3998.4,4225,162,4320,8,168,1009,6
EASY,161,37.0,119140.0,18053.3,8647,769,9660,8,168,1009,6
EASY,142,48.0,34080.0,8305.0,1559,313,2130,6,110,748,5
HARD,173,48.0,41520.0,15604.4,1568,615,2595,6,110,748,5
EASY,82,48.0,19680.0,498.1,1139,18,1230,6,110,748,5
HARD,89,48.0,21360.0,481.3,1273,18,1335,6,110,748,5
HARD,173,48.0,41520.0,15062.7,1568,604,2595,6,110,748,5
HARD,89,48.0,21360.0,0.0,1273,0,1335,6,110,748,5
EASY,60,16.0,18240.0,2453.0,1872,92,3420,8,35,691,7
HARD,130,16.0,39520.0,6989.5,1935,280,7410,8,35,691,7
HARD,42,16.0,12768.0,7716.6,1750,313,2394,8,35,691,7
HARD,42,16.0,12768.0,7847.5,1750,327,2394,8,35,691,7
EASY,115,16.0,34960.0,4569.8,1935,174,6555,8,35,691,7
HARD,130,16.0,39520.0,8831.8,1935,371,7410,8,35,691,7
HARD,130,16.0,39520.0,4833.5,1935,189,7410,8,35,691,7
HARD,42,16.0,12768.0,4750.5,1750,189,2394,8,35,691,7
EASY,127,37.0,23495.0,32619.1,1849,1270,1905,4,261,346,9
EASY,37,37.0,6845.0,10787.7,555,444,555,4,261,346,9
HARD,65,37.0,12025.0,12195.5,897,438,975,4,261,346,9
HARD,117,37.0,21645.0,38526.2,1728,1413,1755,4,261,346,9
HARD,133,35.0,93100.0,10448.0,4353,400,7980,7,72,844,9
EASY,160,35.0,112000.0,10209.5,4384,417,9600,7,72,844,9
EASY,160,35.0,112000.0,16762.4,4384,694,9600,7,72,844,9
EASY,111,35.0,77700.0,20550.8,4186,816,6660,7,72,844,9
EASY,111,35.0,77700.0,24927.2,4186,1005,6660,7,72,844,9
HARD,133,35.0,93100.0,23422.0,4353,924,7980,7,72,844,9
HARD,36,35.0,25200.0,3347.4,2006,128,2160,7,72,844,9
HARD,110,48.0,10560.0,5705.0,449,212,660,6,81,842,9
EASY,172,48.0,16512.0,700.5,457,26,1032,6,81,842,9
HARD,110,48.0,10560.0,5217.4,449,210,660,6,81,842,9
HARD,110,48.0,10560.0,0.0,449,0,660,6,81,842,9
HARD,173,48.0,16608.0,213.8,457,9,1038,6,81,842,9
EASY,167,48.0,16032.0,0.0,457,0,1002,6,81,842,9
HARD,70,31.0,39060.0,6808.0,3377,266,3780,10,81,1337,9
EASY,141,31.0,78678.0,4625.5,4443,179,7614,10,81,1337,9
HARD,181,31.0,100998.0,17251.0,4488,709,9774,10,81,1337,9
EASY,171,31.0,95418.0,8756.8,4488,347,9234,10,81,1337,9
HARD,181,31.0,100998.0,27182.8,4488,1121,9774,10,81,1337,9
HARD,70,31.0,39060.0,16227.4,3377,662,3780,10,81,1337,9
EASY,141,31.0,78678.0,6213.0,4443,233,7614,10,81,1337,9
EASY,141,31.0,78678.0,7347.1,4443,288,7614,10,81,1337,9
EASY,171,31.0,95418.0,5370.4,4488,209,9234,10,81,1337,9
HARD,70,31.0,39060.0,11470.7,3377,474,3780,10,81,1337,9
EASY,54,27.0,16038.0,247.4,1628,9,1782,8,78,847,6
EASY,54,27.0,16038.0,247.4,1628,9,1782,8,78,847,6
HARD,137,27.0,40689.0,11765.6,2459,472,4521,8,78,847,6
HARD,158,27.0,46926.0,29488.8,2459,1211,5214,8,78,847,6
EASY,74,27.0,21978.0,1482.7,2087,54,2442,8,78,847,6
EASY,54,27.0,16038.0,241.9,1628,9,1782,8,78,847,6
HARD,158,27.0,46926.0,7369.0,2459,275,5214,8,78,847,6
HARD,158,27.0,46926.0,10552.3,2459,420,5214,8,78,847,6
EASY,194,16.0,49664.0,6890.0,6266,258,9312,8,132,1243,6
HARD,135,16.0,34560.0,21917.9,5784,888,6480,8,132,1243,6
EASY,174,16.0,44544.0,9975.7,6176,386,8352,8,132,1243,6
HARD,135,16.0,34560.0,27175.0,5784,1112,6480,8,132,1243,6
HARD,135,16.0,34560.0,25958.5,5784,1070,6480,8,132,1243,6
HARD,138,16.0,35328.0,42272.4,5850,1728,6624,8,132,1243,6
EASY,194,16.0,49664.0,3453.0,6266,131,9312,8,132,1243,6
HARD,138,16.0,35328.0,17780.2,5850,702,6624,8,132,1243,6
HARD,68,48.0,45696.0,6202.5,2814,225,2856,7,189,768,7
HARD,68,48.0,45696.0,9748.8,2814,369,2856,7,189,768,7
EASY,111,48.0,74592.0,52757.0,4454,2178,4662,7,189,768,7
HARD,68,48.0,45696.0,38208.3,2814,1464,2856,7,189,768,7
HARD,83,48.0,55776.0,34607.6,3450,1332,3486,7,189,768,7
EASY,185,48.0,124320.0,48021.0,6866,1930,7770,7,189,768,7
EASY,185,48.0,124320.0,8168.0,6866,316,7770,7,189,768,7
HARD,110,43.0,89870.0,6165.0,4078,229,6270,5,72,558,6
EASY,99,43.0,80883.0,19808.7,3977,816,5643,5,72,558,6
HARD,110,43.0,89870.0,20200.7,4078,786,6270,5,72,558,6
EASY,148,43.0,120916.0,20838.9,4112,863,8436,5,72,558,6
HARD,91,43.0,74347.0,35597.6,3952,1418,5187,5,72,558,6
HARD,104,38.0,79040.0,4415.5,2832,169,6240,9,50,1051,5
EASY,77,38.0,58520.0,1083.0,2778,43,4620,9,50,1051,5
EASY,138,38.0,104880.0,2724.1,2832,111,8280,9,50,1051,5
HARD,104,38.0,79040.0,21226.3,2832,866,6240,9,50,1051,5
HARD,104,38.0,79040.0,7795.9,2832,309,6240,9,50,1051,5
HARD,171,38.0,129960.0,27545.4,2832,1133,10260,9,50,1051,5
EASY,138,38.0,104880.0,541.0,2832,20,8280,9,50,1051,5
EASY,77,38.0,58520.0,1321.8,2778,53,4620,9,50,1051,5
EASY,138,38.0,104880.0,3194.6,2832,128,8280,9,50,1051,5
HARD,41,34.0,16728.0,3755.5,1149,138,1476,10,216,1167,9
EASY,199,34.0,81192.0,9128.2,6469,367,7164,10,216,1167,9
EASY,199,34.0,81192.0,46691.5,6469,1935,7164,10,216,1167,9
HARD,119,34.0,48552.0,27016.3,4214,1050,4284,10,216,1167,9
HARD,41,34.0,16728.0,4394.7,1149,165,1476,10,216,1167,9
HARD,119,34.0,48552.0,45193.7,4214,1761,4284,10,216,1167,9
HARD,41,34.0,16728.0,3001.9,1149,108,1476,10,216,1167,9
EASY,199,34.0,81192.0,14659.0,6469,560,7164,10,216,1167,9
EASY,90,34.0,36720.0,24872.4,3159,1039,3240,10,216,1167,9
HARD,119,34.0,48552.0,18385.4,4214,708,4284,10,216,1167,9
EASY,76,27.0,18468.0,4449.0,1638,169,2052,7,64,926,4
EASY,136,27.0,33048.0,0.0,1809,0,3672,7,64,926,4
EASY,76,27.0,18468.0,0.0,1638,0,2052,7,64,926,4
HARD,107,27.0,26001.0,9954.7,1809,402,2889,7,64,926,4
HARD,177,27.0,43011.0,11330.6,1809,449,4779,7,64,926,4
HARD,177,27.0,43011.0,9400.8,1809,381,4779,7,64,926,4
HARD,177,27.0,43011.0,10362.0,1809,408,4779,7,64,926,4
EASY,130,44.0,51480.0,4119.0,1430,157,3510,5,54,535,9
HARD,131,44.0,51876.0,8805.1,1440,345,3537,5,54,535,9
HARD,66,44.0,26136.0,7297.6,1263,290,1782,5,54,535,9
EASY,77,44.0,30492.0,3163.0,1277,119,2079,5,54,535,9
HARD,131,44.0,51876.0,13088.0,1440,537,3537,5,54,535,9
HARD,61,47.0,8601.0,4727.3,507,177,549,8,96,668,8
EASY,31,47.0,4371.0,492.8,273,20,279,8,96,668,8
HARD,61,47.0,8601.0,1690.4,507,66,549,8,96,668,8
EASY,31,47.0,4371.0,150.3,273,6,279,8,96,668,8
EASY,31,47.0,4371.0,608.2,273,25,279,8,96,668,8
HARD,61,47.0,8601.0,190.0,507,8,549,8,96,668,8
EASY,197,47.0,27777.0,3445.2,805,131,1773,8,96,668,8
HARD,195,47.0,27495.0,9570.0,805,372,1755,8,96,668,8
HARD,48,28.0,26880.0,4735.0,2848,171,2880,6,100,397,5
EASY,22,28.0,12320.0,1650.0,1318,66,1320,6,100,397,5
HARD,65,28.0,36400.0,28397.8,3863,1097,3900,6,100,397,5
EASY,107,28.0,59920.0,52608.4,5446,2135,6420,6,100,397,5
EASY,107,28.0,59920.0,34549.9,5446,1392,6420,6,100,397,5
HARD,48,28.0,26880.0,30211.3,2848,1155,2880,6,100,397,5
HARD,145,49.0,35525.0,5057.0,807,189,2175,6,60,773,6
EASY,86,49.0,21070.0,247.4,807,9,1290,6,60,773,6
HARD,145,49.0,35525.0,7202.4,807,287,2175,6,60,773,6
EASY,86,49.0,21070.0,245.4,807,9,1290,6,60,773,6
HARD,113,49.0,27685.0,7261.1,807,295,1695,6,60,773,6
EASY,198,49.0,48510.0,488.0,807,18,2970,6,60,773,6
HARD,51,49.0,34986.0,4348.4,1819,162,2142,5,54,482,6
EASY,107,49.0,73402.0,4544.3,2157,176,4494,5,54,482,6
EASY,107,49.0,73402.0,18229.5,2157,734,4494,5,54,482,6
HARD,152,49.0,104272.0,13610.0,2157,530,6384,5,54,482,6
EASY,65,49.0,44590.0,13712.0,1938,555,2730,5,54,482,6
EASY,188,47.0,79524.0,10496.0,4674,402,5076,8,225,1127,9
HARD,38,47.0,16074.0,6238.7,813,231,1026,8,225,1127,9
EASY,188,47.0,79524.0,17374.0,4674,685,5076,8,225,1127,9
EASY,188,47.0,79524.0,39386.3,4674,1620,5076,8,225,1127,9
HARD,191,47.0,80793.0,55674.7,4953,2142,5157,8,225,1127,9
EASY,148,47.0,62604.0,15753.6,3795,645,3996,8,225,1127,9
HARD,38,47.0,16074.0,3004.7,813,108,1026,8,225,1127,9
EASY,148,47.0,62604.0,2552.4,3795,98,3996,8,225,1127,9
EASY,59,29.0,17110.0,2711.0,1634,104,1770,11,80,976,8
HARD,32,29.0,9280.0,3041.6,882,114,960,11,80,976,8
EASY,59,29.0,17110.0,2070.2,1634,82,1770,11,80,976,8
EASY,142,29.0,41180.0,4899.0,2555,193,4260,11,80,976,8
HARD,103,29.0,29870.0,17411.4,2437,714,3090,11,80,976,8
HARD,32,29.0,9280.0,4154.4,882,165,960,11,80,976,8
EASY,59,29.0,17110.0,2342.0,1634,89,1770,11,80,976,8
EASY,142,29.0,41180.0,2522.4,2555,93,4260,11,80,976,8
EASY,142,29.0,41180.0,4726.3,2555,183,4260,11,80,976,8
HARD,103,29.0,29870.0,12345.8,2437,502,3090,11,80,976,8
HARD,103,29.0,29870.0,8858.2,2437,352,3090,11,80,976,8
HARD,128,23.0,20608.0,9773.0,2287,365,2688,6,120,701,6
EASY,143,23.0,23023.0,6023.9,2338,226,3003,6,120,701,6
EASY,97,23.0,15617.0,2568.3,1831,104,2037,6,120,701,6
EASY,97,23.0,15617.0,6371.5,1831,261,2037,6,120,701,6
HARD,139,23.0,22379.0,29009.9,2347,1140,2919,6,120,701,6
EASY,97,23.0,15617.0,8410.1,1831,350,2037,6,120,701,6
HARD,162,24.0,31104.0,5323.8,994,199,3888,9,40,806,8
EASY,37,24.0,7104.0,0.0,619,0,888,9,40,806,8
HARD,162,24.0,31104.0,7651.1,994,294,3888,9,40,806,8
HARD,113,24.0,21696.0,4988.4,994,202,2712,9,40,806,8
HARD,113,24.0,21696.0,5443.8,994,220,2712,9,40,806,8
EASY,37,24.0,7104.0,0.0,619,0,888,9,40,806,8
EASY,32,24.0,6144.0,780.0,574,30,768,9,40,806,8
EASY,37,24.0,7104.0,0.0,619,0,888,9,40,806,8
HARD,113,24.0,21696.0,1159.0,994,49,2712,9,40,806,8
EASY,44,33.0,10164.0,2986.0,854,115,924,5,68,474,4
EASY,149,33.0,34419.0,1008.0,1340,36,3129,5,68,474,4
HARD,136,33.0,31416.0,11338.8,1340,445,2856,5,68,474,4
EASY,44,33.0,10164.0,244.0,854,9,924,5,68,474,4
HARD,101,33.0,23331.0,18222.3,1340,735,2121,5,68,474,4
HARD,135,47.0,31725.0,11997.5,1795,458,2025,7,136,927,8
EASY,21,47.0,4935.0,97.6,315,4,315,7,136,927,8
HARD,157,47.0,36895.0,19638.7,1938,773,2355,7,136,927,8
EASY,150,47.0,35250.0,1898.6,1847,72,2250,7,136,927,8
HARD,157,47.0,36895.0,12867.2,1938,512,2355,7,136,927,8
HARD,157,47.0,36895.0,2631.0,1938,112,2355,7,136,927,8
EASY,150,47.0,35250.0,3694.0,1847,141,2250,7,136,927,8
EASY,96,37.0,39072.0,6750.4,3043,263,3168,7,176,592,8
EASY,99,37.0,40293.0,31140.0,3133,1269,3267,7,176,592,8
HARD,55,37.0,22385.0,4765.7,1707,174,1815,7,176,592,8
HARD,94,37.0,38258.0,31847.3,3071,1227,3102,7,176,592,8
HARD,94,37.0,38258.0,18813.3,3071,723,3102,7,176,592,8
HARD,55,37.0,22385.0,24296.0,1707,924,1815,7,176,592,8
EASY,99,37.0,40293.0,26378.8,3133,1082,3267,7,176,592,8
EASY,64,34.0,4352.0,2730.0,360,106,384,9,120,1026,5
HARD,178,34.0,12104.0,0.0,687,0,1068,9,120,1026,5
EASY,64,34.0,4352.0,0.0,360,0,384,9,120,1026,5
EASY,64,34.0,4352.0,0.0,360,0,384,9,120,1026,5
EASY,62,34.0,4216.0,0.0,351,0,372,9,120,1026,5
EASY,62,34.0,4216.0,0.0,351,0,372,9,120,1026,5
HARD,178,34.0,12104.0,7591.3,687,299,1068,9,120,1026,5
HARD,177,34.0,12036.0,7593.3,687,282,1062,9,120,1026,5
HARD,177,34.0,12036.0,0.0,687,0,1062,9,120,1026,5
EASY,94,28.0,10528.0,4729.0,949,179,1128,8,90,687,6
HARD,74,28.0,8288.0,8244.9,854,314,888,8,90,687,6
HARD,81,28.0,9072.0,4776.1,902,187,972,8,90,687,6
HARD,81,28.0,9072.0,1089.5,902,46,972,8,90,687,6
HARD,74,28.0,8288.0,2067.1,854,81,888,8,90,687,6
HARD,74,28.0,8288.0,76.0,854,3,888,8,90,687,6
EASY,94,28.0,10528.0,2699.0,949,101,1128,8,90,687,6
EASY,115,28.0,12880.0,5949.4,1030,236,1380,8,90,687,6
HARD,107,36.0,26964.0,7966.0,2148,297,2247,6,128,624,8
EASY,42,36.0,10584.0,1305.7,861,52,882,6,128,624,8
EASY,198,36.0,49896.0,14499.5,2708,581,4158,6,128,624,8
HARD,107,36.0,26964.0,21614.5,2148,861,2247,6,128,624,8
HARD,107,36.0,26964.0,15658.7,2148,617,2247,6,128,624,8
HARD,63,36.0,15876.0,8676.1,1243,336,1323,6,128,624,8
HARD,178,36.0,32040.0,3147.2,493,123,2670,9,36,1157,4
EASY,144,36.0,25920.0,156.0,493,6,2160,9,36,1157,4
HARD,178,36.0,32040.0,2380.6,493,97,2670,9,36,1157,4
EASY,144,36.0,25920.0,152.7,493,6,2160,9,36,1157,4
EASY,63,36.0,11340.0,77.0,484,3,945,9,36,1157,4
HARD,65,36.0,11700.0,0.0,489,0,975,9,36,1157,4
HARD,178,36.0,32040.0,4568.4,493,180,2670,9,36,1157,4
EASY,63,36.0,11340.0,1763.0,484,66,945,9,36,1157,4
EASY,144,36.0,25920.0,303.3,493,12,2160,9,36,1157,4
EASY,61,40.0,24400.0,4445.0,1785,177,1830,5,153,654,9
EASY,61,40.0,24400.0,3264.9,1785,136,1830,5,153,654,9
HARD,153,40.0,61200.0,15207.7,4198,587,4590,5,153,654,9
HARD,195,40.0,78000.0,63649.5,4658,2490,5850,5,153,654,9
EASY,184,40.0,73600.0,35710.6,4465,1408,5520,5,153,654,9
HARD,121,43.0,46827.0,9636.8,2192,376,3267,8,81,668,9
HARD,121,43.0,46827.0,17459.9,2192,716,3267,8,81,668,9
EASY,98,43.0,37926.0,5145.2,1963,198,2646,8,81,668,9
HARD,57,43.0,22059.0,9199.0,1450,368,1539,8,81,668,9
EASY,26,43.0,10062.0,236.3,686,10,702,8,81,668,9
EASY,98,43.0,37926.0,4727.9,1963,180,2646,8,81,668,9
EASY,26,43.0,10062.0,1480.0,686,59,702,8,81,668,9
HARD,121,43.0,46827.0,9707.9,2192,380,3267,8,81,668,9
HARD,172,39.0,107328.0,33383.4,8027,1240,8256,4,216,529,9
HARD,64,39.0,39936.0,65560.1,2838,2442,3072,4,216,529,9
EASY,102,39.0,63648.0,74220.7,4751,3021,4896,4,216,529,9
EASY,191,39.0,119184.0,93244.4,8343,3620,9168,4,216,529,9
EASY,130,37.0,72150.0,1438.0,1638,53,5850,9,36,1033,4
EASY,130,37.0,72150.0,2677.3,1638,113,5850,9,36,1033,4
EASY,93,37.0,51615.0,1548.3,1638,62,4185,9,36,1033,4
EASY,93,37.0,51615.0,2664.0,1638,107,4185,9,36,1033,4
EASY,130,37.0,72150.0,4745.1,1638,189,5850,9,36,1033,4
HARD,163,37.0,90465.0,15325.5,1638,615,7335,9,36,1033,4
HARD,163,37.0,90465.0,3426.7,1638,133,7335,9,36,1033,4
HARD,38,37.0,21090.0,4880.0,1380,190,1710,9,36,1033,4
EASY,93,37.0,51615.0,4329.8,1638,176,4185,9,36,1033,4
HARD,56,31.0,32984.0,5385.3,2627,203,3192,8,52,724,4
HARD,106,31.0,62434.0,12491.1,2969,503,6042,8,52,724,4
EASY,120,31.0,70680.0,694.8,2969,29,6840,8,52,724,4
HARD,56,31.0,32984.0,19951.1,2627,817,3192,8,52,724,4
HARD,106,31.0,62434.0,22672.8,2969,933,6042,8,52,724,4
EASY,87,31.0,51243.0,687.5,2942,30,4959,8,52,724,4
EASY,87,31.0,51243.0,2213.0,2942,83,4959,8,52,724,4
HARD,106,31.0,62434.0,9312.1,2969,371,6042,8,52,724,4
HARD,141,39.0,71487.0,13148.3,3472,519,5499,8,91,670,7
EASY,23,39.0,11661.0,3412.7,879,147,897,8,91,670,7
EASY,135,39.0,68445.0,10778.2,3449,435,5265,8,91,670,7
HARD,141,39.0,71487.0,36843.7,3472,1493,5499,8,91,670,7
HARD,36,39.0,18252.0,8332.4,1230,327,1404,8,91,670,7
EASY,23,39.0,11661.0,1631.9,879,70,897,8,91,670,7
EASY,135,39.0,68445.0,6929.0,3449,260,5265,8,91,670,7
HARD,36,39.0,18252.0,5770.0,1230,225,1404,8,91,670,7
EASY,101,44.0,48884.0,4910.0,2781,187,3333,10,108,1101,9
HARD,57,44.0,27588.0,8445.5,1844,328,1881,10,108,1101,9
HARD,57,44.0,27588.0,7486.0,1844,290,1881,10,108,1101,9
HARD,165,44.0,79860.0,26512.0,3541,1098,5445,10,108,1101,9
HARD,165,44.0,79860.0,14111.7,3541,575,5445,10,108,1101,9
EASY,101,44.0,48884.0,1742.4,2781,68,3333,10,108,1101,9
EASY,101,44.0,48884.0,1576.0,2781,60,3333,10,108,1101,9
HARD,165,44.0,79860.0,14710.9,3541,579,5445,10,108,1101,9
HARD,57,44.0,27588.0,6626.9,1844,264,1881,10,108,1101,9
EASY,132,44.0,63888.0,4062.5,3303,151,4356,10,108,1101,9
EASY,34,32.0,19584.0,2550.0,1814,102,1836,7,100,428,4
EASY,44,32.0,25344.0,20052.0,2313,858,2376,7,100,428,4
HARD,136,32.0,78336.0,15116.1,5214,595,7344,7,100,428,4
HARD,136,32.0,78336.0,64954.5,5214,2602,7344,7,100,428,4
HARD,26,32.0,14976.0,7127.9,1359,273,1404,7,100,428,4
HARD,26,32.0,14976.0,18562.4,1359,717,1404,7,100,428,4
HARD,26,32.0,14976.0,2405.5,1359,87,1404,7,100,428,4
EASY,50,44.0,30800.0,975.0,1913,38,2100,8,88,592,8
EASY,50,44.0,30800.0,12552.2,1913,532,2100,8,88,592,8
HARD,64,44.0,39424.0,17089.7,2450,662,2688,8,88,592,8
HARD,64,44.0,39424.0,34322.2,2450,1344,2688,8,88,592,8
EASY,58,44.0,35728.0,9251.1,2150,385,2436,8,88,592,8
EASY,58,44.0,35728.0,5757.6,2150,238,2436,8,88,592,8
EASY,58,44.0,35728.0,1283.8,2150,49,2436,8,88,592,8
HARD,190,44.0,117040.0,9909.3,3629,381,7980,8,88,592,8
HARD,68,37.0,27676.0,7544.1,2118,276,2244,10,184,937,8
EASY,79,37.0,32153.0,1169.5,2529,45,2607,10,184,937,8
EASY,50,37.0,20350.0,4878.9,1643,207,1650,10,184,937,8
EASY,50,37.0,20350.0,2545.0,1643,107,1650,10,184,937,8
HARD,68,37.0,27676.0,14658.5,2118,561,2244,10,184,937,8
EASY,79,37.0,32153.0,11366.2,2529,474,2607,10,184,937,8
HARD,68,37.0,27676.0,8678.1,2118,324,2244,10,184,937,8
EASY,79,37.0,32153.0,6121.8,2529,243,2607,10,184,937,8
HARD,198,37.0,80586.0,74245.8,5815,2972,6534,10,184,937,8
HARD,198,37.0,80586.0,27310.9,5815,1069,6534,10,184,937,8
EASY,190,37.0,56240.0,1262.7,594,47,4560,7,25,902,5
HARD,80,37.0,23680.0,4219.8,594,165,1920,7,25,902,5
EASY,133,37.0,39368.0,325.3,594,12,3192,7,25,902,5
HARD,80,37.0,23680.0,5109.6,594,211,1920,7,25,902,5
EASY,133,37.0,39368.0,323.8,594,12,3192,7,25,902,5
EASY,133,37.0,39368.0,225.6,594,9,3192,7,25,902,5
HARD,153,37.0,45288.0,3650.5,594,138,3672,7,25,902,5
EASY,189,35.0,33075.0,250.2,447,9,2835,9,35,853,7
EASY,189,35.0,33075.0,245.4,447,9,2835,9,35,853,7
HARD,76,35.0,13300.0,3585.6,447,148,1140,9,35,853,7
HARD,42,35.0,7350.0,256.7,418,11,630,9,35,853,7
EASY,121,35.0,21175.0,244.0,447,9,1815,9,35,853,7
HARD,76,35.0,13300.0,256.7,447,11,1140,9,35,853,7
HARD,42,35.0,7350.0,2819.0,418,105,630,9,35,853,7
HARD,76,35.0,13300.0,3592.4,447,145,1140,9,35,853,7
HARD,42,35.0,7350.0,0.0,418,0,630,9,35,853,7
HARD,85,39.0,39780.0,8289.2,2369,322,3060,7,70,710,7
EASY,102,39.0,47736.0,1710.7,2473,65,3672,7,70,710,7
EASY,102,39.0,47736.0,9739.9,2473,394,3672,7,70,710,7
EASY,148,39.0,69264.0,6537.4,2626,261,5328,7,70,710,7
HARD,94,39.0,43992.0,13033.1,2465,518,3384,7,70,710,7
HARD,85,39.0,39780.0,20022.3,2369,812,3060,7,70,710,7
HARD,94,39.0,43992.0,6806.5,2465,254,3384,7,70,710,7
HARD,170,48.0,114240.0,6955.1,2278,275,7140,7,54,984,6
EASY,181,48.0,121632.0,1067.9,2278,42,7602,7,54,984,6
EASY,64,48.0,43008.0,1100.2,1924,42,2688,7,54,984,6
HARD,109,48.0,73248.0,13065.1,2264,530,4578,7,54,984,6
EASY,181,48.0,121632.0,1914.6,2278,75,7602,7,54,984,6
HARD,170,48.0,114240.0,27970.7,2278,1145,7140,7,54,984,6
HARD,109,48.0,73248.0,4522.0,2264,169,4578,7,54,984,6
EASY,189,45.0,85050.0,9839.0,4074,370,5670,6,136,795,8
HARD,154,45.0,69300.0,20862.4,3972,820,4620,6,136,795,8
HARD,127,45.0,57150.0,19575.7,3591,777,3810,6,136,795,8
EASY,71,45.0,31950.0,3258.6,2030,137,2130,6,136,795,8
HARD,127,45.0,57150.0,20569.0,3591,831,3810,6,136,795,8
HARD,127,45.0,57150.0,28932.6,3591,1175,3810,6,136,795,8
EASY,27,30.0,7290.0,1100.0,729,44,729,8,189,409,9
EASY,27,30.0,7290.0,7353.6,729,307,729,8,189,409,9
EASY,27,30.0,7290.0,6655.8,729,278,729,8,189,409,9
EASY,39,30.0,10530.0,13627.3,1051,570,1053,8,189,409,9
EASY,39,30.0,10530.0,8452.3,1051,352,1053,8,189,409,9
